"Date","Price","Open","High","Low","Vol.","Change %"
"08/30/2022","419.81","423.22","426.91","418.74","215.84M","-0.67%"
"08/29/2022","422.65","424.95","424.95","420.50","76.89M","-0.81%"
"08/26/2022","426.09","434.04","435.70","425.56","160.76M","-1.68%"
"08/25/2022","433.36","432.95","435.57","431.76","132.81M","0.30%"
"08/24/2022","432.05","431.04","432.90","428.47","140.80M","0.16%"
"08/23/2022","431.35","433.03","433.66","430.47","161.27M","-0.42%"
"08/22/2022","433.17","437.08","437.08","431.66","159.54M","-0.96%"
"08/19/2022","437.36","440.06","440.48","437.07","174.70M","-0.77%"
"08/18/2022","440.76","438.30","441.16","437.77","142.29M","0.39%"
"08/17/2022","439.03","443.71","444.40","438.42","139.35M","-0.91%"
"08/16/2022","443.07","443.03","444.46","441.87","140.20M","0.16%"
"08/15/2022","442.35","441.65","443.06","440.06","131.72M","0.34%"
"08/12/2022","440.87","440.52","442.26","439.52","150.80M","0.16%"
"08/11/2022","440.16","440.93","441.92","439.29","147.77M","0.06%"
"08/10/2022","439.88","435.72","440.28","433.87","167.16M","0.89%"
"08/09/2022","435.98","438.54","438.91","435.47","147.62M","-0.67%"
"08/08/2022","438.93","437.00","441.01","437.00","141.86M","0.74%"
"08/05/2022","435.72","439.11","439.43","435.08","156.13M","-0.76%"
"08/04/2022","439.06","438.13","441.81","438.04","198.77M","0.18%"
"08/03/2022","438.29","435.79","438.47","434.80","208.20M","0.51%"
"08/02/2022","436.07","436.43","436.92","433.52","159.65M","-0.32%"
"08/01/2022","437.46","437.63","439.90","437.11","155.30M","-0.19%"
"07/29/2022","438.29","433.56","439.01","433.56","227.46M","1.28%"
"07/28/2022","432.77","429.52","432.77","428.34","202.95M","1.09%"
"07/27/2022","428.12","426.73","429.25","426.65","223.83M","0.47%"
"07/26/2022","426.13","426.20","427.45","425.28","172.79M","-0.03%"
"07/25/2022","426.25","425.04","427.22","423.27","168.47M","0.13%"
"07/22/2022","425.71","424.29","427.85","423.13","182.36M","0.31%"
"07/21/2022","424.39","422.17","424.39","420.03","240.79M","0.44%"
"07/20/2022","422.51","423.57","425.63","420.84","231.47M","-0.21%"
"07/19/2022","423.41","416.18","423.87","414.61","190.11M","1.38%"
"07/18/2022","417.63","414.73","420.00","414.73","173.02M","0.93%"
"07/15/2022","413.78","407.41","414.00","406.52","215.57M","1.79%"
"07/14/2022","406.50","412.56","412.66","404.78","223.59M","-1.53%"
"07/13/2022","412.81","416.91","416.91","409.30","188.70M","-1.01%"
"07/12/2022","417.04","414.46","417.14","411.36","227.74M","0.49%"
"07/11/2022","415.02","415.01","416.19","410.83","164.87M","-0.50%"
"07/08/2022","417.12","414.86","417.50","412.59","168.00M","0.51%"
"07/07/2022","415.01","409.42","415.39","409.42","235.42M","1.88%"
"07/06/2022","407.34","402.20","409.24","402.20","225.18M","1.66%"
"07/05/2022","400.68","410.19","411.51","400.50","238.39M","-2.11%"
"07/04/2022","409.31","408.93","411.44","408.87","129.21M","0.54%"
"07/01/2022","407.13","405.89","409.49","402.60","179.09M","-0.02%"
"06/30/2022","407.20","411.96","411.96","404.28","246.81M","-1.50%"
"06/29/2022","413.42","414.63","414.63","409.97","173.27M","-0.67%"
"06/28/2022","416.19","416.04","419.20","415.91","172.99M","0.27%"
"06/27/2022","415.09","413.52","418.58","413.06","184.78M","0.52%"
"06/24/2022","412.93","402.94","413.21","402.94","195.94M","2.62%"
"06/23/2022","402.40","404.42","406.26","400.03","206.58M","-0.82%"
"06/22/2022","405.74","408.84","408.84","401.25","238.93M","-0.70%"
"06/21/2022","408.58","407.41","411.77","407.41","156.18M","0.35%"
"06/20/2022","407.14","403.38","407.14","402.11","159.60M","0.96%"
"06/17/2022","403.25","403.37","409.15","401.92","449.96M","0.09%"
"06/16/2022","402.88","412.59","412.59","402.06","255.52M","-2.47%"
"06/15/2022","413.10","408.12","415.30","407.60","252.66M","1.42%"
"06/14/2022","407.32","414.01","416.61","407.32","214.26M","-1.26%"
"06/13/2022","412.52","420.75","420.75","411.34","246.35M","-2.41%"
"06/10/2022","422.71","433.29","433.29","422.01","251.06M","-2.69%"
"06/09/2022","434.38","439.05","439.50","433.52","189.53M","-1.36%"
"06/08/2022","440.37","443.66","444.37","438.19","175.65M","-0.57%"
"06/07/2022","442.88","442.87","443.25","440.23","173.94M","-0.28%"
"06/06/2022","444.12","440.98","445.72","440.98","145.90M","0.92%"
"06/03/2022","440.09","442.41","443.37","439.69","66.03M","-0.26%"
"06/02/2022","441.23","439.54","441.54","439.54","65.82M","0.57%"
"06/01/2022","438.72","443.62","445.29","438.54","181.52M","-1.04%"
"05/31/2022","443.35","446.02","446.37","442.70","405.17M","-0.72%"
"05/30/2022","446.57","444.72","447.79","444.72","197.52M","0.59%"
"05/27/2022","443.93","438.57","444.07","438.35","178.92M","1.42%"
"05/26/2022","437.71","434.41","438.20","434.41","165.60M","0.78%"
"05/25/2022","434.31","432.97","435.83","431.17","193.40M","0.63%"
"05/24/2022","431.58","434.76","434.76","430.81","229.54M","-1.14%"
"05/23/2022","436.54","432.85","436.58","431.60","186.51M","1.26%"
"05/20/2022","431.10","429.28","435.52","429.28","195.74M","0.73%"
"05/19/2022","427.99","431.57","431.57","423.46","221.13M","-1.37%"
"05/18/2022","433.95","439.28","440.24","433.92","195.21M","-1.14%"
"05/17/2022","438.97","435.48","441.46","435.48","194.44M","1.22%"
"05/16/2022","433.67","432.45","434.16","429.95","176.24M","0.04%"
"05/13/2022","433.48","425.79","433.48","425.79","195.68M","2.14%"
"05/12/2022","424.40","423.77","426.24","417.27","230.97M","-0.75%"
"05/11/2022","427.59","421.82","427.59","419.45","266.26M","1.74%"
"05/10/2022","420.29","418.66","425.42","418.66","216.17M","0.68%"
"05/09/2022","417.46","428.55","429.49","417.46","198.61M","-2.90%"
"05/06/2022","429.91","436.64","436.64","426.86","254.24M","-1.91%"
"05/05/2022","438.26","444.18","449.48","437.46","236.31M","-0.70%"
"05/04/2022","441.37","446.34","446.72","441.37","180.69M","-1.08%"
"05/03/2022","446.20","444.96","447.55","443.62","247.20M","0.53%"
"05/02/2022","443.83","448.26","448.26","437.04","102.95M","-1.46%"
"04/29/2022","450.39","448.53","453.42","448.53","224.94M","0.74%"
"04/28/2022","447.08","444.30","449.52","444.06","","0.62%"
"04/27/2022","444.31","440.70","445.55","436.75","234.38M","0.73%"
"04/26/2022","441.10","445.10","449.58","441.10","","-0.90%"
"04/25/2022","445.11","449.64","449.64","443.15","202.50M","-1.81%"
"04/22/2022","453.31","458.52","458.52","453.31","196.25M","-1.79%"
"04/21/2022","461.57","459.87","464.11","459.71","187.61M","0.32%"
"04/20/2022","460.10","456.32","461.06","456.02","239.16M","0.84%"
"04/19/2022","456.28","457.90","457.90","453.12","190.80M","-0.77%"
"04/15/2022","459.82","459.82","459.82","459.82","","0.00%"
"04/14/2022","459.82","456.99","460.34","456.22","209.40M","0.67%"
"04/13/2022","456.78","456.49","457.14","454.06","180.01M","0.03%"
"04/12/2022","456.65","456.63","457.94","451.65","203.44M","-0.35%"
"04/11/2022","458.26","459.28","461.06","456.74","192.63M","-0.59%"
"04/08/2022","460.97","456.95","461.41","456.95","216.10M","1.31%"
"04/07/2022","455.02","456.51","460.54","454.72","243.80M","-0.21%"
"04/06/2022","455.97","462.74","462.74","452.64","259.87M","-1.53%"
"04/05/2022","463.07","462.79","464.09","460.90","246.14M","0.19%"
"04/04/2022","462.19","459.36","462.65","457.39","199.35M","0.84%"
"04/01/2022","458.34","456.46","459.16","455.71","211.37M","0.54%"
"03/31/2022","455.86","460.11","461.68","455.86","250.72M","-0.94%"
"03/30/2022","460.19","461.93","461.93","457.79","252.91M","-0.41%"
"03/29/2022","462.09","456.05","463.79","456.05","286.98M","1.74%"
"03/28/2022","454.17","453.59","459.09","453.59","208.87M","0.14%"
"03/25/2022","453.55","453.29","456.33","451.96","209.78M","0.11%"
"03/24/2022","453.07","454.58","455.79","452.25","229.21M","-0.21%"
"03/23/2022","454.03","459.37","459.98","453.13","207.36M","-1.01%"
"03/22/2022","458.65","455.18","459.05","455.18","212.63M","0.85%"
"03/21/2022","454.79","454.50","456.17","453.84","194.63M","0.04%"
"03/18/2022","454.60","451.19","454.64","446.48","485.45M","0.91%"
"03/17/2022","450.49","449.14","451.43","446.37","265.68M","0.45%"
"03/16/2022","448.45","438.76","450.83","438.76","395.22M","3.06%"
"03/15/2022","435.12","433.41","436.42","426.81","233.79M","-0.28%"
"03/14/2022","436.35","432.02","439.37","432.02","257.83M","1.20%"
"03/11/2022","431.17","427.86","438.84","426.25","297.50M","0.95%"
"03/10/2022","427.12","434.67","434.77","424.16","324.84M","-1.69%"
"03/09/2022","434.45","418.42","434.45","418.42","360.46M","4.68%"
"03/08/2022","415.01","414.48","424.40","413.09","383.78M","-0.51%"
"03/07/2022","417.13","418.67","423.90","405.61","531.12M","-1.10%"
"03/04/2022","421.78","436.61","436.61","421.78","420.07M","-3.56%"
"03/03/2022","437.36","446.40","449.04","436.82","328.25M","-2.01%"
"03/02/2022","446.33","441.40","448.53","438.34","336.63M","0.90%"
"03/01/2022","442.37","453.00","454.12","442.37","341.98M","-2.37%"
"02/28/2022","453.11","450.90","453.40","445.00","381.36M","-0.09%"
"02/25/2022","453.53","440.63","453.69","440.63","337.46M","3.32%"
"02/24/2022","438.96","448.59","448.59","434.05","450.93M","-3.28%"
"02/23/2022","453.86","455.56","460.43","453.47","204.39M","-0.28%"
"02/22/2022","455.12","450.65","457.32","445.95","241.97M","0.07%"
"02/21/2022","454.81","461.88","463.62","452.06","175.22M","-1.30%"
"02/18/2022","460.81","464.64","466.38","459.91","188.15M","-0.81%"
"02/17/2022","464.55","468.04","469.09","462.91","192.69M","-0.69%"
"02/16/2022","467.77","468.34","470.53","465.93","225.28M","0.04%"
"02/15/2022","467.56","460.84","467.82","459.48","200.22M","1.43%"
"02/14/2022","460.96","466.47","466.47","455.50","254.77M","-1.83%"
"02/11/2022","469.57","470.15","471.47","466.44","213.88M","-0.59%"
"02/10/2022","472.35","473.84","475.86","469.83","229.93M","-0.21%"
"02/09/2022","473.33","466.78","474.10","466.78","240.86M","1.72%"
"02/08/2022","465.34","465.55","469.17","463.49","211.67M","0.01%"
"02/07/2022","465.28","463.98","466.42","461.14","225.92M","0.68%"
"02/04/2022","462.15","468.82","470.94","460.97","223.39M","-1.38%"
"02/03/2022","468.63","476.49","476.49","468.37","223.53M","-1.76%"
"02/02/2022","477.01","476.84","478.89","476.81","190.70M","0.45%"
"02/01/2022","474.86","470.49","475.74","470.49","192.67M","1.28%"
"01/31/2022","468.88","468.16","471.30","466.61","203.82M","0.72%"
"01/28/2022","465.55","469.60","469.72","460.22","276.68M","-1.02%"
"01/27/2022","470.33","464.97","472.43","460.45","236.93M","0.65%"
"01/26/2022","467.31","461.30","470.11","461.30","197.52M","1.68%"
"01/25/2022","459.59","458.85","462.01","455.98","209.56M","0.71%"
"01/24/2022","456.36","472.90","473.54","454.52","293.73M","-3.81%"
"01/21/2022","474.44","480.14","480.14","470.96","213.35M","-1.84%"
"01/20/2022","483.35","481.40","483.40","478.90","194.76M","0.51%"
"01/19/2022","480.90","478.88","483.73","476.90","217.84M","0.23%"
"01/18/2022","479.79","483.65","483.65","477.52","213.54M","-0.97%"
"01/17/2022","484.51","482.07","485.18","481.62","168.19M","0.70%"
"01/14/2022","481.16","484.63","484.63","480.65","191.84M","-1.01%"
"01/13/2022","486.05","485.68","487.45","484.35","181.89M","-0.03%"
"01/12/2022","486.20","485.15","487.18","483.62","203.14M","0.65%"
"01/11/2022","483.08","480.77","484.96","480.77","173.06M","0.84%"
"01/10/2022","479.04","487.58","488.21","477.90","215.57M","-1.48%"
"01/07/2022","486.25","487.97","488.21","484.15","181.19M","-0.39%"
"01/06/2022","488.16","491.79","491.79","486.28","190.01M","-1.25%"
"01/05/2022","494.35","493.99","495.27","493.31","171.86M","0.07%"
"01/04/2022","494.02","492.10","495.46","492.10","205.34M","0.82%"
"01/03/2022","489.99","488.28","491.43","488.28","80.14M","0.45%"
"12/31/2021","487.80","487.80","487.80","487.80","","-0.19%"
"12/30/2021","488.71","488.15","489.97","488.06","83.71M","0.15%"
"12/29/2021","487.98","488.88","490.10","486.46","103.05M","-0.11%"
"12/28/2021","488.50","485.84","488.89","485.76","53.50M","0.62%"
"12/27/2021","485.49","481.91","485.91","481.33","48.62M","0.62%"
"12/24/2021","482.51","482.87","483.27","482.33","70.74M","-0.10%"
"12/23/2021","483.01","478.95","483.35","478.88","113.14M","0.97%"
"12/22/2021","478.36","474.76","478.36","473.81","124.80M","0.92%"
"12/21/2021","473.99","469.25","473.99","469.25","152.82M","1.42%"
"12/20/2021","467.35","470.64","470.64","461.79","194.88M","-1.38%"
"12/17/2021","473.90","475.63","476.04","470.73","347.28M","-0.56%"
"12/16/2021","476.56","473.92","479.04","473.92","249.71M","1.23%"
"12/15/2021","470.76","470.06","472.14","469.84","191.73M","0.26%"
"12/14/2021","469.56","474.52","476.38","469.52","180.28M","-0.84%"
"12/13/2021","473.53","476.28","478.88","473.28","219.81M","-0.43%"
"12/10/2021","475.56","475.96","477.91","474.53","147.63M","-0.30%"
"12/09/2021","476.99","478.66","479.00","475.83","170.10M","-0.08%"
"12/08/2021","477.36","479.73","482.64","477.31","194.18M","-0.59%"
"12/07/2021","480.18","471.00","480.47","471.00","201.12M","2.45%"
"12/06/2021","468.71","464.33","469.45","463.53","175.18M","1.28%"
"12/03/2021","462.77","466.53","468.99","461.26","207.52M","-0.57%"
"12/02/2021","465.44","468.46","468.46","462.38","207.15M","-1.15%"
"12/01/2021","470.86","464.12","471.84","464.12","221.12M","1.71%"
"11/30/2021","462.96","464.83","467.28","459.54","404.63M","-0.92%"
"11/29/2021","467.24","466.77","470.51","466.28","242.22M","0.69%"
"11/26/2021","464.05","473.99","473.99","463.69","390.45M","-3.67%"
"11/25/2021","481.72","480.49","482.40","480.17","205.18M","0.42%"
"11/24/2021","479.69","479.67","481.82","476.59","310.12M","0.09%"
"11/23/2021","479.25","483.62","483.62","477.93","256.96M","-1.28%"
"11/22/2021","485.46","487.01","488.12","484.95","342.85M","-0.13%"
"11/19/2021","486.08","488.00","489.80","485.01","302.76M","-0.33%"
"11/18/2021","487.70","489.87","490.53","486.95","165.37M","-0.46%"
"11/17/2021","489.95","489.56","490.58","489.19","204.86M","0.14%"
"11/16/2021","489.27","489.55","490.45","488.77","199.83M","0.17%"
"11/15/2021","488.43","486.31","488.43","485.89","159.86M","0.35%"
"11/12/2021","486.75","485.53","486.88","484.94","185.32M","0.30%"
"11/11/2021","485.29","483.35","485.57","482.67","165.05M","0.32%"
"11/10/2021","483.76","483.14","483.98","481.60","202.25M","0.22%"
"11/09/2021","482.71","482.82","485.08","482.25","178.57M","-0.19%"
"11/08/2021","483.61","483.14","484.46","482.97","166.74M","0.04%"
"11/05/2021","483.44","482.60","485.13","482.52","224.68M","0.05%"
"11/04/2021","483.21","482.21","484.03","482.21","242.98M","0.41%"
"11/03/2021","481.22","479.42","481.22","478.90","179.50M","0.35%"
"11/02/2021","479.53","477.82","479.71","477.31","211.35M","0.14%"
"11/01/2021","478.87","475.87","479.62","475.87","199.57M","0.71%"
"10/29/2021","475.51","474.69","475.58","471.13","223.25M","0.07%"
"10/28/2021","475.16","473.72","475.17","473.09","211.97M","0.24%"
"10/27/2021","474.04","475.33","475.43","473.32","167.66M","-0.36%"
"10/26/2021","475.74","472.34","476.06","472.34","172.53M","0.75%"
"10/25/2021","472.21","472.16","472.80","471.26","159.57M","0.07%"
"10/22/2021","471.88","469.96","473.32","469.96","133.35M","0.46%"
"10/21/2021","469.71","469.33","470.43","467.11","160.05M","-0.08%"
"10/20/2021","470.07","468.06","470.43","467.06","170.94M","0.32%"
"10/19/2021","468.58","467.58","468.82","467.14","165.83M","0.33%"
"10/18/2021","467.04","468.90","468.90","465.25","156.28M","-0.50%"
"10/15/2021","469.39","466.71","469.52","466.47","220.11M","0.74%"
"10/14/2021","465.92","461.65","466.36","461.65","186.26M","1.20%"
"10/13/2021","460.39","456.94","461.09","455.21","214.64M","0.70%"
"10/12/2021","457.21","456.00","457.94","452.16","183.48M","-0.07%"
"10/11/2021","457.53","457.12","457.55","454.60","167.84M","0.05%"
"10/08/2021","457.29","458.46","458.94","456.49","169.60M","-0.28%"
"10/07/2021","458.57","454.29","459.02","454.29","197.65M","1.60%"
"10/06/2021","451.33","454.45","454.45","446.25","229.63M","-1.03%"
"10/05/2021","456.03","451.19","456.21","451.19","206.04M","1.17%"
"10/04/2021","450.77","452.16","454.53","450.00","177.64M","-0.47%"
"10/01/2021","452.90","451.73","454.62","447.54","199.64M","-0.42%"
"09/30/2021","454.81","456.54","459.35","454.11","228.93M","-0.05%"
"09/29/2021","455.03","453.11","457.50","453.11","202.03M","0.59%"
"09/28/2021","452.35","461.98","461.98","451.67","215.55M","-2.18%"
"09/27/2021","462.42","464.45","466.73","461.94","208.84M","-0.19%"
"09/24/2021","463.29","466.80","466.80","462.57","177.41M","-0.90%"
"09/23/2021","467.50","464.46","468.74","464.46","176.99M","0.93%"
"09/22/2021","463.20","459.61","463.41","459.61","167.03M","0.99%"
"09/21/2021","458.68","454.05","460.20","454.05","189.96M","1.00%"
"09/20/2021","454.12","458.94","458.94","450.25","234.50M","-1.67%"
"09/17/2021","461.84","465.94","469.78","461.29","423.20M","-0.88%"
"09/16/2021","465.95","463.90","467.98","463.90","172.69M","0.44%"
"09/15/2021","463.91","467.68","468.08","463.91","189.65M","-0.80%"
"09/14/2021","467.65","467.57","468.98","465.69","159.94M","-0.01%"
"09/13/2021","467.69","466.47","470.00","466.47","143.75M","0.29%"
"09/10/2021","466.34","467.68","469.11","465.76","145.36M","-0.26%"
"09/09/2021","467.57","468.09","469.33","463.82","162.00M","-0.06%"
"09/08/2021","467.87","472.68","472.68","466.44","163.15M","-1.06%"
"09/07/2021","472.87","475.10","475.10","472.62","122.85M","-0.49%"
"09/06/2021","475.19","471.74","475.65","471.74","89.34M","0.69%"
"09/03/2021","471.93","474.37","474.62","470.01","136.04M","-0.56%"
"09/02/2021","474.60","472.95","474.81","472.83","132.42M","0.31%"
"09/01/2021","473.12","471.74","475.13","471.74","149.15M","0.48%"
"08/31/2021","470.88","472.85","473.94","469.72","219.33M","-0.38%"
"08/30/2021","472.68","472.47","473.15","471.95","42.49M","0.07%"
"08/27/2021","472.34","470.02","472.40","469.42","106.40M","0.43%"
"08/26/2021","470.34","470.87","471.18","468.38","109.34M","-0.32%"
"08/25/2021","471.84","471.75","472.58","471.28","124.35M","0.01%"
"08/24/2021","471.79","472.76","473.66","470.03","128.33M","-0.02%"
"08/23/2021","471.88","470.18","472.29","469.52","136.52M","0.66%"
"08/20/2021","468.80","467.14","469.31","464.92","157.28M","0.33%"
"08/19/2021","467.24","472.47","472.47","463.36","185.62M","-1.51%"
"08/18/2021","474.42","473.98","474.63","473.13","171.52M","0.14%"
"08/17/2021","473.78","472.80","474.25","470.79","163.32M","0.07%"
"08/16/2021","473.45","474.82","474.82","471.93","143.89M","-0.50%"
"08/13/2021","475.83","474.61","476.16","474.61","132.28M","0.21%"
"08/12/2021","474.84","473.76","475.13","473.76","158.40M","0.11%"
"08/11/2021","474.32","472.44","474.82","472.10","166.59M","0.42%"
"08/10/2021","472.32","470.76","472.95","470.76","142.43M","0.35%"
"08/09/2021","470.68","469.88","471.06","469.67","139.45M","0.15%"
"08/06/2021","469.97","469.91","471.03","469.08","183.90M","0.00%"
"08/05/2021","469.96","467.96","470.23","467.93","165.07M","0.37%"
"08/04/2021","468.22","466.35","468.84","466.35","151.18M","0.61%"
"08/03/2021","465.38","464.48","466.27","463.89","146.53M","0.20%"
"08/02/2021","464.45","462.40","465.84","462.40","140.73M","0.59%"
"07/30/2021","461.74","462.69","463.40","459.55","178.65M","-0.45%"
"07/29/2021","463.84","462.12","464.31","462.12","177.95M","0.46%"
"07/28/2021","461.70","458.86","461.71","458.86","148.86M","0.66%"
"07/27/2021","458.65","461.00","461.00","456.23","136.93M","-0.54%"
"07/26/2021","461.14","461.00","461.53","458.64","138.66M","-0.08%"
"07/23/2021","461.51","457.49","461.75","457.49","130.10M","1.09%"
"07/22/2021","456.53","455.30","458.54","455.30","137.19M","0.56%"
"07/21/2021","453.97","447.81","454.28","447.81","181.01M","1.65%"
"07/20/2021","446.61","445.18","449.17","443.40","199.04M","0.52%"
"07/19/2021","444.29","453.24","453.24","442.13","215.25M","-2.30%"
"07/16/2021","454.74","456.38","457.76","452.85","162.57M","-0.32%"
"07/15/2021","456.20","459.96","460.00","455.46","149.79M","-0.95%"
"07/14/2021","460.56","460.76","461.17","458.88","148.62M","-0.09%"
"07/13/2021","460.96","460.92","461.38","459.87","146.77M","0.03%"
"07/12/2021","460.83","458.11","461.10","455.97","122.70M","0.69%"
"07/09/2021","457.67","452.45","457.67","452.45","158.97M","1.34%"
"07/08/2021","451.61","458.68","458.68","448.93","211.15M","-1.72%"
"07/07/2021","459.53","456.53","459.63","456.53","204.65M","0.78%"
"07/06/2021","455.98","458.38","459.46","454.85","165.80M","-0.52%"
"07/05/2021","458.36","456.98","458.69","455.26","102.59M","0.34%"
"07/02/2021","456.81","456.15","458.31","455.89","130.25M","0.26%"
"07/01/2021","455.63","453.59","457.70","452.28","154.34M","0.62%"
"06/30/2021","452.84","456.27","456.94","451.23","183.56M","-0.77%"
"06/29/2021","456.37","454.92","457.85","454.85","147.06M","0.31%"
"06/28/2021","454.94","457.71","458.09","454.88","154.48M","-0.59%"
"06/25/2021","457.63","457.47","457.66","456.44","141.14M","0.13%"
"06/24/2021","457.04","453.47","457.54","453.47","167.60M","0.87%"
"06/23/2021","453.10","456.86","457.42","453.10","143.52M","-0.73%"
"06/22/2021","456.42","455.65","456.93","453.67","141.75M","0.26%"
"06/21/2021","455.23","450.87","455.37","448.40","188.36M","0.70%"
"06/18/2021","452.05","458.71","459.62","451.77","408.71M","-1.58%"
"06/17/2021","459.33","458.87","459.93","457.65","186.06M","-0.12%"
"06/16/2021","459.86","459.16","460.45","458.66","175.03M","0.23%"
"06/15/2021","458.81","458.93","460.31","458.81","173.99M","0.11%"
"06/14/2021","458.32","458.13","460.51","457.61","138.75M","0.18%"
"06/11/2021","457.51","455.08","457.87","454.98","131.96M","0.65%"
"06/10/2021","454.56","454.73","455.76","452.70","154.36M","0.03%"
"06/09/2021","454.44","454.21","454.68","452.82","139.84M","0.09%"
"06/08/2021","454.01","453.62","455.66","453.43","158.65M","0.10%"
"06/07/2021","453.56","452.39","454.31","450.71","187.05M","0.22%"
"06/04/2021","452.57","451.17","452.71","450.45","129.79M","0.39%"
"06/03/2021","450.79","451.45","451.45","447.82","154.43M","-0.12%"
"06/02/2021","451.34","450.21","451.97","450.17","146.83M","0.28%"
"06/01/2021","450.10","447.58","452.50","447.58","174.74M","0.75%"
"05/31/2021","446.76","448.83","449.08","446.71","63.50M","-0.49%"
"05/28/2021","448.98","446.98","450.07","446.98","186.88M","0.57%"
"05/27/2021","446.44","445.10","447.86","444.59","359.79M","0.27%"
"05/26/2021","445.22","445.47","446.80","444.04","169.17M","0.00%"
"05/25/2021","445.20","445.49","447.15","445.20","168.44M","0.03%"
"05/24/2021","445.07","444.25","445.32","443.79","118.59M","0.14%"
"05/21/2021","444.44","442.40","445.29","441.67","200.85M","0.57%"
"05/20/2021","441.90","437.14","441.90","436.07","169.99M","1.27%"
"05/19/2021","436.34","441.01","441.01","432.63","197.84M","-1.51%"
"05/18/2021","443.04","443.40","446.01","442.25","186.09M","0.17%"
"05/17/2021","442.29","443.02","444.25","440.40","161.06M","-0.05%"
"05/14/2021","442.53","438.58","442.56","438.17","195.56M","1.19%"
"05/13/2021","437.32","436.06","438.07","430.32","176.45M","-0.14%"
"05/12/2021","437.93","436.81","439.46","436.32","203.67M","0.30%"
"05/11/2021","436.61","444.43","444.43","434.02","234.85M","-1.97%"
"05/10/2021","445.39","445.71","446.19","444.38","201.18M","0.10%"
"05/07/2021","444.93","441.86","444.93","441.86","183.46M","0.89%"
"05/06/2021","441.02","441.23","443.05","438.65","228.48M","-0.12%"
"05/05/2021","441.55","435.21","441.60","435.21","189.96M","1.82%"
"05/04/2021","433.65","440.60","441.71","433.17","232.15M","-1.43%"
"05/03/2021","439.92","437.87","439.98","436.84","85.15M","0.58%"
"04/30/2021","437.39","438.78","439.84","437.18","213.00M","-0.31%"
"04/29/2021","438.77","440.64","442.66","437.85","204.03M","-0.26%"
"04/28/2021","439.92","439.66","441.02","438.68","206.10M","0.02%"
"04/27/2021","439.85","440.28","440.48","438.66","167.39M","-0.08%"
"04/26/2021","440.20","439.32","440.75","438.50","145.93M","0.26%"
"04/23/2021","439.04","439.20","439.60","436.57","148.58M","-0.13%"
"04/22/2021","439.63","437.24","439.81","437.24","170.16M","0.68%"
"04/21/2021","436.64","434.21","437.27","433.75","179.06M","0.65%"
"04/20/2021","433.80","441.20","441.57","433.35","210.25M","-1.90%"
"04/19/2021","442.18","442.44","443.61","441.53","149.75M","-0.07%"
"04/16/2021","442.49","438.29","442.51","438.29","198.49M","0.90%"
"04/15/2021","438.55","436.66","439.13","436.66","162.55M","0.45%"
"04/14/2021","436.57","436.28","437.15","435.73","156.29M","0.19%"
"04/13/2021","435.75","435.45","436.59","434.20","161.89M","0.12%"
"04/12/2021","435.24","437.01","437.04","435.01","153.27M","-0.46%"
"04/09/2021","437.23","436.67","437.65","436.10","164.37M","0.08%"
"04/08/2021","436.86","434.88","436.88","434.88","200.25M","0.58%"
"04/07/2021","434.32","434.57","435.63","433.69","171.95M","-0.22%"
"04/06/2021","435.26","433.29","436.47","433.29","204.33M","0.70%"
"04/01/2021","432.22","429.61","432.65","429.61","162.08M","0.61%"
"03/31/2021","429.60","430.85","431.76","429.60","218.63M","-0.24%"
"03/30/2021","430.65","428.14","431.08","428.14","186.10M","0.71%"
"03/29/2021","427.61","427.23","428.74","426.58","176.53M","0.16%"
"03/26/2021","426.93","424.19","427.21","424.19","199.10M","0.91%"
"03/25/2021","423.08","422.38","423.57","419.05","197.37M","-0.07%"
"03/24/2021","423.39","421.95","423.69","420.36","207.48M","0.02%"
"03/23/2021","423.31","423.40","424.34","420.94","222.83M","-0.20%"
"03/22/2021","424.17","422.53","424.36","420.73","205.45M","0.19%"
"03/19/2021","423.35","424.95","426.02","421.40","509.00M","-0.76%"
"03/18/2021","426.59","425.41","427.26","424.79","244.18M","0.40%"
"03/17/2021","424.91","426.58","426.98","424.12","217.73M","-0.45%"
"03/16/2021","426.82","424.08","426.96","424.08","221.97M","0.88%"
"03/15/2021","423.08","423.97","426.13","421.95","194.02M","0.00%"
"03/12/2021","423.08","423.43","423.43","421.68","198.58M","-0.26%"
"03/11/2021","424.17","422.68","424.23","422.55","231.05M","0.49%"
"03/10/2021","422.11","419.96","422.71","418.66","226.42M","0.40%"
"03/09/2021","420.41","417.34","421.05","416.19","258.44M","0.76%"
"03/08/2021","417.25","410.23","417.62","410.23","258.76M","2.10%"
"03/05/2021","408.68","410.62","413.19","407.14","257.58M","-0.78%"
"03/04/2021","411.91","411.71","412.84","409.03","233.11M","-0.37%"
"03/03/2021","413.42","413.80","416.69","410.55","242.88M","0.05%"
"03/02/2021","413.23","412.06","415.37","411.33","185.75M","0.19%"
"03/01/2021","412.44","408.25","412.76","408.25","193.94M","1.84%"
"02/26/2021","404.99","408.98","410.64","404.04","299.83M","-1.64%"
"02/25/2021","411.73","414.08","415.38","411.73","260.37M","-0.36%"
"02/24/2021","413.21","410.96","413.70","410.62","294.35M","0.46%"
"02/23/2021","411.32","413.18","414.50","406.68","273.44M","-0.42%"
"02/22/2021","413.06","413.81","413.81","409.55","207.70M","-0.44%"
